First_Name,Last_Name,Name,pos,secondpos,Height,Weight,BirthDay,BirthMonth,Birth Year,Hand,DraftYear,Ovr,Cls,Med,3PT,Finish,Technic,Defense,Url
Franklin,Edwards,Franklin Edwards,PG,PG,185,170.2,2,2,1990,Right hand,1947,1394,60,80,60,60,80,20,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Kareem,Abdul-Jabbar,Kareem Abdul-Jabbar,C,-,218,267,16,4,1974,Right hand,1969,1395,100,80,40,40,80,80,https://cdn.nba.com/headshots/nba/latest/260x190/76003.png
Blue,Edwards,Blue Edwards,SF,SG,193,205,3,11,1988,Right hand,1947,1396,80,80,80,80,60,20,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
James,Singleton,James Singleton,PF,SF,203,216,20,7,1989,Right hand,1947,1397,60,40,80,80,40,60,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
M.L.,Carr,M.L. Carr,SF,SG,198,205,9,1,1980,Right hand,1947,1398,60,60,60,60,80,80,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Dan,Majerle,Dan Majerle,SG,-,198,215,9,9,1982,Right hand,1947,1399,60,80,80,40,60,40,https://cdn.nba.com/headshots/nba/latest/260x190/105.png
Brian,Shaw,Brian Shaw,SG,PG,198,190,22,3,1979,Right hand,1947,1400,40,60,80,20,80,80,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Rickey,Green,Rickey Green,PG,PG,183,170.2,18,8,1984,Right hand,1947,1401,80,80,60,60,80,60,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Kevin,McHale,Kevin McHale,PF,C,208,210,19,12,1979,Right hand,1980,1402,80,80,40,60,80,80,https://cdn.nba.com/headshots/nba/latest/260x190/1450.png
Marcus,Smart,Marcus Smart,SG,PG,193,220,6,3,1988,Right hand,2014,1403,80,80,80,60,20,60,https://cdn.nba.com/headshots/nba/latest/260x190/203935.png
Rasual,Butler,Rasual Butler,SF,SG,201,205,23,5,1985,Right hand,2002,1404,40,40,100,20,60,60,https://cdn.nba.com/headshots/nba/latest/260x190/2446.png
Dean,Meminger,Dean Meminger,PG,-,183,175,10,10,1988,Right hand,1969,1405,80,80,80,60,80,20,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Dean,Meminger,Dean Meminger,PG,-,183,175,10,10,1989,Right hand,1969,1405,80,80,80,60,80,20,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Thurl,Bailey,Thurl Bailey,PF,SF,211,235,7,4,1984,Right hand,1947,1407,80,80,40,80,60,100,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Kris,Dunn,Kris Dunn,PG,SG,195,205,18,3,1990,Right hand,2016,1408,80,80,80,40,40,60,https://cdn.nba.com/headshots/nba/latest/260x190/1627739.png
J.J.,Barea,J.J. Barea,PG,SG,183,178,26,6,1978,Right hand,2006,1409,80,100,80,60,60,40,https://cdn.nba.com/headshots/nba/latest/260x190/200826.png
Randy,Livingston,Randy Livingston,SG,PG,193,209,2,4,1992,Right hand,1947,1410,40,60,80,80,80,60,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Lamond,Murray,Lamond Murray,SF,-,201,236,20,4,1981,Right hand,1994,1411,40,40,100,60,40,80,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Ricky,Rubio,Ricky Rubio,PG,-,193,185,21,10,1984,Right hand,2009,1412,80,80,80,40,40,40,https://cdn.nba.com/headshots/nba/latest/260x190/201937.png
Tom,Gola,Tom Gola,SF,SG,198,205,13,1,1984,Right hand,1955,1413,40,60,60,80,80,80,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Demetrius,Mitchell,Demetrius Mitchell,PG,-,180,198,10,9,1988,Right hand,1995,1414,80,60,60,100,80,40,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Vlatko,Cancar,Vlatko Cancar,SF,-,209,220,10,4,1991,Right hand,2017,1415,80,60,60,60,40,40,https://cdn.nba.com/headshots/nba/latest/260x190/1628427.png
Royce,O'Neale,Royce O'Neale,PF,SF,201,226,5,6,1991,Right hand,2015,1416,60,40,80,60,40,80,https://cdn.nba.com/headshots/nba/latest/260x190/1626220.png
Carl,Thomas,Carl Thomas,SG,-,193,175,3,10,1984,Right hand,1991,1417,40,60,100,60,60,80,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Bobby,Jones,Bobby Jones,SF,PF,206,210,18,12,1982,Right hand,1976,1418,80,40,40,60,80,100,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Bobby,Jones,Bobby Jones,SF,PF,206,210,18,12,1982,Right hand,1976,1418,80,40,40,60,80,100,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Jaren,Jackson,Jaren Jackson,SG,SF,198,225,27,10,1982,Right hand,1989,1419,40,40,80,40,60,80,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Willie,Green,Willie Green,SG,-,191,201,28,7,1989,Right hand,2003,1420,60,80,100,60,60,20,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
A.C.,Green,A.C. Green,PF,C,206,220,4,10,1989,Right hand,1985,1421,60,40,60,60,80,80,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Jalen,McDaniels,Jalen McDaniels,PF,C,206,192,31,1,1992,Right hand,2019,1422,60,40,60,80,40,60,https://cdn.nba.com/headshots/nba/latest/260x190/1629667.png
Eric,Bledsoe,Eric Bledsoe,PG,SG,185,195,9,12,1983,Right hand,2010,1423,80,60,80,80,60,60,https://cdn.nba.com/headshots/nba/latest/260x190/202339.png
Austin,Croshere,Austin Croshere,PF,SF,206,235,1,5,1991,Right hand,1947,1424,60,80,80,60,60,60,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Lindsey,Hunter,Lindsey Hunter,PG,-,188,170,3,12,1984,Right hand,1947,1425,40,60,100,20,80,60,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Willis,Reed,Willis Reed,C,PF,206,235,25,6,1983,Left hand,1964,1426,80,80,40,60,60,80,https://cdn.nba.com/headshots/nba/latest/260x190/77929.png
Shaquille,O'Neal,Shaquille O'Neal,C,-,216,325,6,3,1985,Right hand,1992,1427,100,40,40,100,100,100,https://cdn.nba.com/headshots/nba/latest/260x190/406.png
Harry,Giles,Harry Giles,C,PF,208,240,22,4,1992,Right hand,2017,1428,80,80,60,80,20,80,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
A.C.,Green,A.C. Green,PF,C,206,220,4,10,1990,Right hand,1985,1429,60,40,60,60,60,80,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Greg,Anthony,Greg Anthony,PG,SG,188,185,15,11,1981,Left hand,1991,1430,40,80,100,40,60,40,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Artis,Gilmore,Artis Gilmore,C,-,218,240,21,9,1976,Left hand,1947,1431,100,60,40,60,60,80,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Mfiondu,Kabengele,Mfiondu Kabengele,C,PF,208,256,14,8,1991,Right hand,2019,1432,80,40,60,80,40,60,https://cdn.nba.com/headshots/nba/latest/260x190/1629662.png
Brian,Bowen,Brian Bowen II,SG,SF,201,190,2,10,1992,Right hand,2019,1433,60,60,60,80,40,40,https://cdn.nba.com/headshots/nba/latest/260x190/1628968.png
Randy,Wittman,Randy Wittman,SG,SF,198,210,28,10,1987,Right hand,1983,1434,100,100,60,20,60,20,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Arnoldas,Kulboka,Arnoldas Kulboka,SF,PF,207,205,4,1,1992,Right hand,2018,1435,40,60,80,40,20,60,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Alvan,Adams,Alvan Adams,C,PF,206,210,13,10,1984,Right hand,1947,1436,80,60,40,80,80,80,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Chris,Webber,Chris Webber,C,PF,206,245,1,3,1993,Right hand,1993,1437,80,60,40,80,80,100,https://cdn.nba.com/headshots/nba/latest/260x190/185.png
Evan,Turner,Evan Turner,SF,SG,201,220,27,10,1982,Right hand,2010,1438,80,100,60,80,60,60,https://cdn.nba.com/headshots/nba/latest/260x190/202323.png
Freddie,Boyd,Freddie Boyd,PG,-,188,190,19,11,1987,Right hand,1947,1439,60,80,80,80,80,20,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Ralph,Kaplowitz,Ralph Kaplowitz,SG,PG,189,170.2,18,5,1986,Right hand,1947,1440,80,80,60,80,60,20,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Zach,Norvell,Zach Norvell Jr.,SG,SF,196,205,9,12,1991,Left hand,2019,1441,60,60,80,80,40,40,https://cdn.nba.com/headshots/nba/latest/260x190/1629668.png
Scott,Brooks,Scott Brooks,PG,-,180,165,31,7,1980,Right hand,1988,1442,40,60,80,40,80,60,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
George,Johnson,George Johnson,PF,C,211,205,18,12,1987,Right hand,1970,1443,40,40,60,60,60,60,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
George,Johnson,George Johnson,PF,C,211,205,18,12,1987,Right hand,1970,1443,40,40,60,60,60,60,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
George,Johnson,George Johnson,PF,C,211,205,18,12,1987,Right hand,1970,1443,40,40,60,60,60,60,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Kevin,Gamble,Kevin Gamble,SG,PG,196,190,13,11,1983,Right hand,1947,1444,60,60,80,40,80,40,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Vlade,Divac,Vlade Divac,C,PF,216,243,3,2,1980,Right hand,1989,1445,80,60,60,40,80,80,https://cdn.nba.com/headshots/nba/latest/260x190/124.png
George,Yardley,George Yardley,SF,SG,196,190,3,11,1987,Right hand,1947,1446,60,60,40,80,80,100,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Troy,Brown,Troy Brown Jr.,SF,SG,203,208,28,7,1993,Right hand,2018,1447,60,60,80,80,40,60,https://cdn.nba.com/headshots/nba/latest/260x190/1628972.png
Tom,Gugliotta,Tom Gugliotta,PF,-,210,240.2,19,12,1983,Right hand,1947,1448,80,60,40,80,80,100,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Chris,Boucher,Chris Boucher,PF,C,211,200,11,1,1987,Right hand,2017,1449,60,40,80,20,20,80,https://cdn.nba.com/headshots/nba/latest/260x190/1628449.png
Rod,Foster,Rod Foster,PG,SG,185,161.4,10,10,1990,Right hand,1947,1450,60,80,60,60,80,40,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Willie,Anderson,Willie Anderson,SF,SG,201,190,8,1,1983,Right hand,1947,1451,40,80,80,40,40,60,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Willie,Anderson,Willie Anderson,SF,SG,201,190,8,1,1985,Right hand,1947,1451,40,80,80,40,40,60,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Willie,Anderson,Willie Anderson,SF,SG,201,190,8,1,1991,Right hand,1988,1451,40,80,80,40,40,60,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Willis,Reed,Willis Reed,C,PF,206,235,25,6,1984,Left hand,1964,1454,80,80,40,60,60,80,https://cdn.nba.com/headshots/nba/latest/260x190/77929.png
Horace,Grant,Horace Grant,PF,C,208,225,4,7,1987,Right hand,1987,1455,80,80,40,60,60,80,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Matthew,Dellavedova,Matthew Dellavedova,PG,SG,193,200,8,2,1984,Right hand,1947,1456,80,80,80,40,40,20,https://cdn.nba.com/headshots/nba/latest/260x190/203521.png
Josh,Hart,Josh Hart,SF,SG,200,204,6,3,1989,Right hand,2017,1457,60,60,80,80,40,60,https://cdn.nba.com/headshots/nba/latest/260x190/1628404.png
Montrezl,Harrell,Montrezl Harrell,C,PF,203,240,26,1,1988,Right hand,2015,1458,80,80,60,60,80,80,https://cdn.nba.com/headshots/nba/latest/260x190/1626149.png
Brian,Cardinal,Brian Cardinal,PF,-,203,240,2,5,1979,Right hand,2000,1459,80,60,80,20,20,40,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Isaiah,Roby,Isaiah Roby,PF,SF,203,214,3,2,1992,Right hand,2019,1460,60,60,80,80,40,60,https://cdn.nba.com/headshots/nba/latest/260x190/1629676.png
Bill,Bradley,Bill Bradley,SF,SG,196,205,28,7,1985,Right hand,1967,1461,60,80,60,20,80,40,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Sergio,Rodriguez,Sergio Rodriguez,PG,PG,191,168,12,6,1991,Right hand,1947,1462,40,60,80,60,80,60,https://cdn.nba.com/headshots/nba/latest/260x190/200771.png
Norris,Cole,Norris Cole,PG,-,188,170,13,10,1989,Right hand,2011,1463,60,80,60,60,60,40,https://cdn.nba.com/headshots/nba/latest/260x190/202708.png
Thabo,Sefolosha,Thabo Sefolosha,SF,SG,201,222,2,5,1978,Right hand,2006,1464,80,80,80,40,20,80,https://cdn.nba.com/headshots/nba/latest/260x190/200757.png
T.J.,Leaf,T.J. Leaf,PF,C,208,220,30,4,1991,Right hand,2017,1465,80,60,60,80,40,60,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Frank,Ntilikina,Frank Ntilikina,SG,PG,197,190,28,7,1992,Right hand,2017,1466,80,80,60,60,60,60,https://cdn.nba.com/headshots/nba/latest/260x190/1628373.png
Calbert,Cheaney,Calbert Cheaney,SG,PG,201,212,17,7,1981,Left hand,1993,1467,80,80,60,20,40,40,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Tony,Delk,Tony Delk,PG,-,185,190,28,1,1985,Right hand,1947,1468,40,60,80,40,80,60,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Derek,Fisher,Derek Fisher,PG,SG,185,205,9,8,1987,Left hand,1996,1469,40,60,100,40,80,40,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Sarunas,Marciulionis,Sarunas Marciulionis,SG,PG,196,200,13,6,1987,Left hand,1989,1470,80,60,60,60,80,40,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Vlade,Divac,Vlade Divac,C,PF,216,243,3,2,1981,Right hand,1989,1471,80,60,60,40,80,80,https://cdn.nba.com/headshots/nba/latest/260x190/124.png
Sam,Cassell,Sam Cassell,PG,SG,191,185,18,11,1975,Right hand,1993,1472,60,80,80,20,80,40,https://cdn.nba.com/headshots/nba/latest/260x190/208.png
Aaron,Brooks,Aaron Brooks,PG,-,183,161,14,1,1990,Right hand,2007,1473,40,60,100,20,60,20,https://cdn.nba.com/headshots/nba/latest/260x190/201166.png
Langston,Galloway,Langston Galloway,SG,PG,188,188,29,5,1985,Right hand,2014,1474,80,80,80,40,20,40,https://cdn.nba.com/headshots/nba/latest/260x190/204038.png
Jahlil,Okafor,Jahlil Okafor,C,PF,211,270,15,12,1989,Right hand,2015,1475,80,60,60,80,60,60,https://cdn.nba.com/headshots/nba/latest/260x190/1626143.png
Eddie,House,Eddie House,PG,SG,185,175,14,5,1984,Right hand,2000,1476,20,80,100,40,60,40,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Paul,Neumann,Paul Neumann,PG,PG,185,174.6,30,1,1984,Right hand,1947,1477,80,60,60,60,80,40,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Lance,Stephenson,Lance Stephenson,SG,SF,196,230,5,9,1984,Right hand,2010,1478,60,80,80,60,40,60,https://cdn.nba.com/headshots/nba/latest/260x190/202362.png
Jim,Eakins,Jim Eakins,C,-,211,215,24,5,1984,Right hand,1968,1479,60,40,40,80,60,80,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Elden,Campbell,Elden Campbell,C,PF,213,215,23,7,1980,Right hand,1990,1480,80,60,40,60,60,100,https://cdn.nba.com/headshots/nba/latest/260x190/922.png
Derrick,Jones,Derrick Jones Jr.,SF,-,201,190,15,2,1990,Left hand,2016,1481,40,80,60,100,40,60,https://cdn.nba.com/headshots/nba/latest/260x190/1627884.png
Roy,Tarpley,Roy Tarpley,PF,C,211,229.6,28,11,1990,Right hand,1947,1482,80,60,60,60,60,80,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Chris,Whitney,Chris Whitney,PG,-,183,168,5,10,1988,Right hand,1947,1483,40,60,100,40,60,60,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Dick,Barnett,Dick Barnett,SG,SF,193,190,2,10,1980,Left hand,1959,1484,80,80,80,60,80,60,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Charles,Davis,Charles Davis,PF,SF,201,215,29,1,1982,Right hand,1981,1485,40,40,60,40,60,60,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Derrick,McKey,Derrick McKey,PF,SF,206,205,10,10,1982,Right hand,1947,1486,80,40,60,80,60,80,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Justin,James,Justin James,SG,SF,201,190,24,1,1991,Right hand,2019,1487,80,60,80,80,40,40,https://cdn.nba.com/headshots/nba/latest/260x190/1629713.png
Boris,Diaw,Boris Diaw,PF,SF,203,235,16,4,1989,Right hand,2003,1488,80,60,60,60,80,60,https://cdn.nba.com/headshots/nba/latest/260x190/2564.png
Karl,Malone,Karl Malone,PF,-,206,259,24,7,1974,Right hand,1985,1489,100,80,40,60,60,80,https://cdn.nba.com/headshots/nba/latest/260x190/252.png
Mario,Chalmers,Mario Chalmers,PG,-,188,190,19,5,1988,Right hand,2008,1490,40,60,80,60,60,60,https://cdn.nba.com/headshots/nba/latest/260x190/201596.png
James,Edwards,James Edwards,C,PF,213,270,22,11,1985,Right hand,1977,1491,100,80,40,60,100,60,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Mahmoud,Abdul-Rauf,Mahmoud Abdul-Rauf,PG,SG,185,162,9,3,1982,Right hand,1990,1492,80,100,60,80,80,20,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Chris,Ford,Chris Ford,SG,SF,196,190,11,1,1988,Right hand,1947,1493,60,80,80,60,80,40,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Michael,Curry,Michael Curry,SF,SG,196,209.4,22,8,1985,Right hand,1947,1494,40,60,60,60,60,60,https://cdn.nba.com/headshots/nba/latest/260x190/688.png
Maurice,Cheeks,Maurice Cheeks,PG,SG,185,180,8,9,1987,Right hand,1978,1495,40,40,60,60,80,80,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Mitch,Kupchak,Mitch Kupchak,PF,C,206,229.6,24,5,1986,Right hand,1947,1496,80,80,60,80,60,40,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
David,Wingate,David Wingate,SG,SF,196,190,15,12,1981,Right hand,1986,1497,60,80,80,40,60,60,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Jeff,Green,Jeff Green,PF,SF,206,235,28,8,1992,Right hand,2007,1498,60,60,60,60,60,80,https://cdn.nba.com/headshots/nba/latest/260x190/201145.png
Keith,Erickson,Keith Erickson,SF,SG,196,195,19,4,1987,Right hand,1965,1499,60,40,60,60,60,60,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Josh,Howard,Josh Howard,SF,SG,201,210,28,4,1990,Right hand,2003,1500,40,40,60,60,80,60,https://cdn.nba.com/headshots/nba/latest/260x190/2572.png
Brad,Sellers,Brad Sellers,C,PF,213,210,4,1,1986,Right hand,1986,1501,60,40,60,40,40,40,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Abdel,Nader,Abdel Nader,SG,-,203,230,25,9,1986,Right hand,2016,1502,60,60,60,60,40,60,https://cdn.nba.com/headshots/nba/latest/260x190/1627846.png
Rik,Smits,Rik Smits,C,-,224,250,23,8,1982,Right hand,1947,1503,100,40,40,80,60,80,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Juwan,Howard,Juwan Howard,PF,-,206,253,7,2,1986,Right hand,1994,1504,100,80,40,60,80,80,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Tristan,Thompson,Tristan Thompson,C,PF,206,238,13,3,1985,Right hand,2011,1505,80,60,60,80,60,80,https://cdn.nba.com/headshots/nba/latest/260x190/202684.png
Jack,George,Jack George,PG,-,188,190,13,11,1986,Right hand,1955,1506,60,60,60,80,60,80,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Derek,Harper,Derek Harper,PG,SG,193,206,13,10,1980,Right hand,1983,1507,40,80,80,40,80,40,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Bruno,Caboclo,Bruno Caboclo,SF,PF,206,200,21,9,1989,Right hand,2014,1508,40,60,80,60,20,60,https://cdn.nba.com/headshots/nba/latest/260x190/203998.png
Stanley,Johnson,Stanley Johnson,SF,-,201,245,29,5,1990,Right hand,2015,1509,80,60,60,60,40,60,https://cdn.nba.com/headshots/nba/latest/260x190/1626169.png
Paul,Westphal,Paul Westphal,SG,PG,193,194.4,30,11,1980,Right hand,1947,1510,80,80,60,80,80,40,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Danny,Ainge,Danny Ainge,SG,PG,196,185,17,3,1981,Right hand,1981,1511,40,80,80,20,60,20,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Sasha,Vujacic,Sasha Vujacic,SG,SF,201,205,8,3,1988,Right hand,2004,1512,20,80,100,20,40,40,https://cdn.nba.com/headshots/nba/latest/260x190/2756.png
Shake,Milton,Shake Milton,PG,SG,199,207,26,9,1990,Right hand,2018,1513,60,80,80,60,40,60,https://cdn.nba.com/headshots/nba/latest/260x190/1629003.png
Malcolm,Miller,Malcolm Miller,SF,PF,201,210,6,3,1982,Right hand,2017,1514,40,80,80,60,40,40,https://cdn.nba.com/headshots/nba/latest/260x190/1626259.png
Daniel,Gibson,Daniel Gibson,PG,SG,188,200,27,2,1991,Right hand,2006,1515,60,80,100,20,40,20,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
B.J.,Armstrong,B.J. Armstrong,PG,SG,188,175,9,9,1990,Right hand,1989,1516,40,80,80,40,60,20,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Juwan,Howard,Juwan Howard,SF,PF,206,253,7,2,1990,Right hand,1994,1517,80,80,40,100,80,80,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Greg,Foster,Greg Foster,C,PF,211,250,3,10,1981,Right hand,1990,1518,60,40,60,40,60,80,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Jarrod,Uthoff,Jarrod Uthoff,SF,PF,206,210,19,5,1987,Right hand,2016,1519,40,60,80,40,20,40,https://cdn.nba.com/headshots/nba/latest/260x190/1627784.png
Denzel,Valentine,Denzel Valentine,SF,PF,199,223,16,11,1987,Right hand,2016,1520,60,60,80,60,40,60,https://cdn.nba.com/headshots/nba/latest/260x190/1627756.png
Jeremy,Lin,Jeremy Lin,PG,SG,191,200,23,8,1982,Right hand,2010,1521,80,80,60,40,40,40,https://cdn.nba.com/headshots/nba/latest/260x190/202391.png
Gary,Payton,Gary Payton,PG,SG,193,190,23,7,1976,Right hand,1990,1522,80,60,60,60,80,40,https://cdn.nba.com/headshots/nba/latest/260x190/56.png
Keith,Erickson,Keith Erickson,SF,SG,196,195,19,4,1986,Right hand,1965,1523,60,40,60,80,80,60,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Matt,Thomas,Matt Thomas,SG,-,193,190,4,8,1988,Right hand,2017,1524,60,80,80,60,40,20,https://cdn.nba.com/headshots/nba/latest/260x190/1629744.png
Steve,Harris,Steve Harris,SG,PG,196,195,15,10,1992,Right hand,1947,1525,80,80,40,80,100,40,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Jaylen,Adams,Jaylen Adams,PG,SG,189,190,6,3,1990,Right hand,2018,1526,60,80,80,60,60,40,https://cdn.nba.com/headshots/nba/latest/260x190/1629121.png
Tony,Delk,Tony Delk,PG,-,185,190,28,1,1990,Right hand,1947,1527,40,80,80,80,60,20,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Paul,Noel,Paul Noel,SF,-,193,185,4,8,1987,Right hand,1948,1528,40,40,60,80,60,80,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Lucius,Allen,Lucius Allen,PG,SG,188,175,26,9,1990,Right hand,1969,1529,80,80,60,80,80,40,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
A.C.,Green,A.C. Green,PF,C,206,230,4,10,1977,Right hand,1985,1530,80,40,60,60,60,80,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Jim,McMillian,Jim McMillian,SF,SG,196,225,11,3,1991,Right hand,1970,1531,60,80,60,80,60,60,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Shawn,Marion,Shawn Marion,SF,PF,201,228,7,5,1980,Right hand,1999,1532,60,40,60,60,80,100,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Horace,Grant,Horace Grant,PF,C,208,235,4,7,1984,Right hand,1987,1533,80,80,40,60,60,80,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Nigel,Williams-Goss,Nigel Williams-Goss,PG,-,195,182,16,9,1988,Right hand,2017,1534,60,60,60,60,60,40,https://cdn.nba.com/headshots/nba/latest/260x190/1628430.png
Jerome,Kersey,Jerome Kersey,SF,PF,201,215,26,6,1984,Right hand,1984,1535,80,40,60,100,80,80,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Dylan,Windler,Dylan Windler,SG,SF,201,196,22,9,1990,Right hand,2019,1536,60,60,60,40,60,40,https://cdn.nba.com/headshots/nba/latest/260x190/1629685.png
Mike,James,Mike James,PG,-,188,188,23,12,1985,Right hand,1947,1537,60,60,80,80,60,40,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Mike,James,Mike James,PG,-,188,188,23,12,1985,Right hand,1947,1537,60,60,80,80,60,40,https://cdn.nba.com/headshots/nba/latest/260x190/1628455.png
Jared,Jeffries,Jared Jeffries,PF,C,211,240,25,11,1990,Right hand,2002,1538,60,40,60,60,60,80,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Dave,Cowens,Dave Cowens,C,PF,208,231.8,7,1,1982,Left hand,1947,1539,80,80,40,80,80,100,https://cdn.nba.com/headshots/nba/latest/260x190/76462.png
Jerry,Fleishman,Jerry Fleishman,SG,SF,190,190,14,2,1989,Left hand,1947,1540,60,60,60,80,60,60,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Bob,McAdoo,Bob McAdoo,C,PF,206,210,23,8,1980,Right hand,1947,1541,100,80,40,60,80,80,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Patrick,McCaw,Patrick McCaw,SG,PG,201,185,25,10,1989,Right hand,2016,1542,60,40,80,60,40,40,https://cdn.nba.com/headshots/nba/latest/260x190/1627775.png
Maurice,Cheeks,Maurice Cheeks,PG,SG,185,180,8,9,1985,Right hand,1978,1543,40,40,60,60,80,80,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Tom,Gugliotta,Tom Gugliotta,PF,-,210,240.2,19,12,1980,Right hand,1947,1544,60,60,40,60,60,80,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Kareem,Abdul-Jabbar,Kareem Abdul-Jabbar,C,-,218,267,16,4,1973,Right hand,1969,1545,100,60,40,40,60,80,https://cdn.nba.com/headshots/nba/latest/260x190/76003.png
Robert,Pack,Robert Pack,PG,SG,188,180,3,2,1989,Right hand,1991,1546,60,40,60,100,80,40,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
